現做咖啡飲品_key,現做咖啡飲品_no,罐裝_瓶裝咖啡_key,罐裝_瓶裝咖啡_no,沖泡式咖啡_key,沖泡式咖啡_no,濾掛式咖啡_key,濾掛式咖啡_no,現做茶飲品_key,現做茶飲品_no,茶飲_key,茶飲_no,碳酸_汽水_key,碳酸_汽水_no,果汁_果醋飲_key,果汁_果醋飲_no,運動飲料_key,運動飲料_no,養生飲品_key,養生飲品_no,能量飲料_key,能量飲料_no,沖泡類飲品_key,沖泡類飲品_no,礦泉水_key,礦泉水_no,氣泡水_key,氣泡水_no,鮮乳類_key,鮮乳類_no,保久乳_key,保久乳_no,調味乳_key,調味乳_no,優格_key,優格_no,優酪乳_key,優酪乳_no,發酵乳_key,發酵乳_no,豆漿_key,豆漿_no,其他植物奶_key,其他植物奶_no,現做霜淇淋_聖代_key,現做霜淇淋_聖代_no,冰淇淋_key,冰淇淋_no,甜筒_key,甜筒_no,水果冰品_key,水果冰品_no,蒸箱食品_key,蒸箱食品_no,地瓜_key,地瓜_no,熱狗_key,熱狗_no,關東煮_key,關東煮_no,米飯類_key,米飯類_no,麵食類_key,麵食類_no,三明治_key,三明治_no,漢堡_key,漢堡_no,生鮮蔬果_沙拉_key,生鮮蔬果_沙拉_no,湯品_key,湯品_no,水餃_點心_key,水餃_點心_no,麵包_key,麵包_no,蛋糕_key,蛋糕_no,中式糕點_key,中式糕點_no,其他甜食_key,其他甜食_no,加工蛋_key,加工蛋_no,生鮮蔬菜_key,生鮮蔬菜_no,生鮮肉品_key,生鮮肉品_no,生鮮海鮮_key,生鮮海鮮_no,冷藏調理_key,冷藏調理_no,冷凍蔬菜_key,冷凍蔬菜_no,冷凍肉品_key,冷凍肉品_no,冷凍海鮮_key,冷凍海鮮_no,冷凍微波料理_key,冷凍微波料理_no,餅乾_key,餅乾_no,堅果_key,堅果_no,肉乾_肉紙_key,肉乾_肉紙_no,豆乾_key,豆乾_no,魷魚絲_key,魷魚絲_no,海苔_key,海苔_no,布丁_果凍_key,布丁_果凍_no,果乾_key,果乾_no,即飲甜品_key,即飲甜品_no,糖果_key,糖果_no,巧克力_key,巧克力_no,其他零食_key,其他零食_no,料理調味_key,料理調味_no,果醬_抹醬_key,果醬_抹醬_no,有機食品_key,有機食品_no,罐頭_key,罐頭_no,各式麵條_拌麵_key,各式麵條_拌麵_no,泡麵_key,泡麵_no,米_key,米_no,米_key,米_no,民生紙品_key,民生紙品_no,洗衣用具_key,洗衣用具_no,家庭清潔用品_key,家庭清潔用品_no,家庭清潔洗劑_key,家庭清潔洗劑_no,衣物清潔_key,衣物清潔_no,嬰幼兒用品_key,嬰幼兒用品_no,餐廚用品_key,餐廚用品_no,汽機車用品類_key,汽機車用品類_no,女性衛生用品_key,女性衛生用品_no,髮部清潔_保養_key,髮部清潔_保養_no,身體清潔_保養_key,身體清潔_保養_no,口腔保健_key,口腔保健_no,美容保養_key,美容保養_no,貓食_key,貓食_no,狗食_key,狗食_no,其他寵物食品_key,其他寵物食品_no,寵物用品_key,寵物用品_no,運動健身_key,運動健身_no,戶外露營_key,戶外露營_no,大型家電_key,大型家電_no,廚房家電_key,廚房家電_no,生活家電_key,生活家電_no,美容家電_key,美容家電_no,視聽娛樂家電_key,視聽娛樂家電_no,書籍_key,書籍_no,數位內容_key,數位內容_no,文教用品_key,文教用品_no,手機_通訊_週邊_key,手機_通訊_週邊_no,電腦螢幕_硬碟_key,電腦螢幕_硬碟_no,相機_攝影_DV_key,相機_攝影_DV_no,品牌鞋款_key,品牌鞋款_no,流行鞋襪_key,流行鞋襪_no,男女內著_key,男女內著_no,童裝_key,童裝_no,女裝_key,女裝_no,男裝_key,男裝_no,個人服飾配件_key,個人服飾配件_no,運動機能服飾_key,運動機能服飾_no,精品／飾品_key,精品／飾品_no,黃金_key,黃金_no,家飾_key,家飾_no,寢具_key,寢具_no,傢俱_key,傢俱_no,床墊_key,床墊_no,菸品_key,菸品_no,威士忌_key,威士忌_no,調酒_key,調酒_no,啤酒_key,啤酒_no,紅白酒_key,紅白酒_no,禮盒_key,禮盒_no
A,95940.0,摩卡,25050.0,盒組,9080.0,盒組,9080.0,餐飲,11560.0,冷,269475.0,水蜜桃,73870.0,醋,100385.0,動,29735.0,享券,7560,慵,40.0,包,55095.0,微鹼性,23135.0,荔枝,41595.0,小,43005.0,乳,66095.0,慢燒,27570.0,特濃,6020.0,特濃重,15245.0,折,17795.0,厚,119410.0,義美百頁,170.0,歐蕾,3110.0,豆粉,62515.0,雞,3225.0,榛果,780.0,物,3080.0,太珍,165.0,甲霸,4255.0,加旋風,12145.0,方塊薯,13565.0,炒碼,13205.0,組合餐,3920.0,滿福堡,24420.0,附,1435.0,佛蒙特,4510.0,雞腿堡,335.0,韓國,31865.0,球,86250.0,HIL,7255.0,抹,124175.0,溏,1855.0,空心菜,106985.0,安格斯,25170.0,刻花,19340.0,排,7390.0,仁,16090.0,牛,30220.0,鮮綠,11000.0,燕餃,93545.0,多力,94650.0,KS,39190.0,禮盒,21820.0,大厚,8455.0,鹽,20575.0,mm,14385.0,奶,80.0,菲律賓,11440.0,珍,16145.0,日本,117090.0,捲,86340.0,法蘭,27360.0,蒜,28125.0,夾心,43040.0,包,2720.0,巨人,33565,玉米,11760.0,日本,22580.0,方塊薯,13565.0,號,6765.0,滿意,20285.0,白鴿,26285.0,垃圾桶,94250.0,EX,113310.0,抗,19350.0,衣物,4415.0,隨行杯,12200.0,椅背,18370.0,,,180ML,139.0,嬰兒,228.0,150g,86.0,入,93.0,,,,,SFree,4.0,褲女,10.0,CPO1703M,1.0,316,1.0,手持,2.0,機,8.0,FK2,7.0,,,藍牙,2.0,20220810qhsyayn,1.0,HR732012,4.0,次,11.0,電話機,55.0,EZ100PUATM,6.0,版,3.0,20220802f8cj93u,1.0,H2101,24.0,7013XL,2.0,伸縮,7.0,口罩,38.0,經典款,3.0,,,,,菱格紋,3.0,,,枕心,1.0,紫,2.0,雙層,3.0,純棉,6.0,,,,,,,蜜桃,2.0,無尾,2.0,可頌,5.0
西西里,53450.0,派克,20175.0,6,9080.0,6,9080.0,冰大,10285.0,蜂蜜,238245.0,乳酸,62435.0,鮮摘,92935.0,975ml,28485.0,OAT,7470,咪,40.0,蘑菇,45720.0,微鹼,18795.0,水蜜桃,34510.0,鈣,42515.0,調味,49360.0,BINGGRAE,19425.0,130g,4660.0,馬,15150.0,加購,17475.0,濃高纖,106850.0,300g,170.0,乳加,3110.0,情人,59850.0,絕,3080.0,蛋糕,770.0,地瓜,3080.0,素,115.0,照燒,3840.0,辣味,11710.0,淋粹,13400.0,123,7840.0,珍珠,3280.0,組合餐,19760.0,酸甜,1435.0,紙包直,4055.0,中辣,335.0,50g9,31850.0,醇,75015.0,仙,7135.0,珍珠,118945.0,台農萃,1420.0,嚴選,94335.0,堡,23730.0,一夜,18470.0,雞軟骨,4415.0,亞細亞,15930.0,干貝,23400.0,野生,10765.0,紅龍,92245.0,真魷味,86775.0,特選,31500.0,雞塊,21815.0,丁,7780.0,韓味,20435.0,大象,14385.0,特餐,75.0,片,10430.0,夏日,16100.0,無糖,103905.0,奇巧,84915.0,優龍,27310.0,香,27190.0,雙享,43035.0,盒,1545.0,綠,33510,田園,11745.0,蝦,22355.0,淋粹,13400.0,白米,5850.0,尿布,20180.0,迷人,26280.0,24H,91015.0,日本,109570.0,酵素,18010.0,防脹氣,4165.0,隔,11960.0,成人,18005.0,,,定型,135.0,玫瑰,226.0,專業,50.0,頂級,86.0,,,,,白木耳,2.0,便利,10.0,帽墊,1.0,綠貝,1.0,直立,2.0,美式,8.0,滑鼠,7.0,,,Haier,1.0,,,彗星,3.0,20220814b5iw8k96,1.0,真無線,54.0,128GB,6.0,UHDBD,3.0,20220806y4lty2s,1.0,超細,24.0,Paloma,2.0,馬,7.0,醫療,38.0,綠經,1.0,,,,,雙層,3.0,,,,,橙,2.0,多功能,3.0,,,,,,,,,勒,1.0,多羅薩維塔施,1.0,9,4.0
代銷,19240.0,市場,20155.0,包,8935.0,包,8935.0,珍珠奶茶,9735.0,王青心,237145.0,CC,59935.0,果園,92935.0,1460ml,25245.0,傳統,7040,22N,35.0,麵,43165.0,80,18360.0,礦沛氣,32955.0,極,41680.0,台農,48195.0,西瓜,14710.0,番茄,3885.0,零優酪,14495.0,麵,9930.0,原味,96820.0,漿,160.0,28g,3110.0,玉井,59605.0,脆,3080.0,情熱,760.0,穀,2115.0,麻豆,60.0,30g,3545.0,120g,11100.0,魯,13400.0,套餐,7735.0,超級,3280.0,SausageMcMuffinwi,19155.0,雞塊,1435.0,鼎味,3595.0,漢堡,330.0,XL,26550.0,堡,74195.0,936ml,6080.0,可可,115840.0,白蛋白,1420.0,切絲,45650.0,270g30,23530.0,捲,15455.0,台酒,3535.0,KS,14810.0,鮮嫩,19100.0,買,9055.0,芝麻,82260.0,全家,77925.0,豐葵,29560.0,上校,21775.0,名產豆,7730.0,不二,19990.0,朝鮮,13845.0,圈,75.0,三葉,9795.0,雙倍,15770.0,清潔,103755.0,歐維氏,79175.0,烤,26975.0,冷壓,26720.0,二配,43035.0,100g5,1510.0,皮,32385,Q,8990.0,純,22090.0,魯,13400.0,錶,5845.0,幫寶適,19200.0,小蒼蘭,25730.0,購物,76225.0,除臭,109390.0,PG,17975.0,超柔,3975.0,不銹鋼,11770.0,便,17960.0,,,乾洗,127.0,包,193.0,抗,49.0,美白,81.0,,,,,胸肉,1.0,清秀佳人,10.0,,,,,兩用,2.0,研磨,8.0,20220806y7wusvr6,1.0,,,型,1.0,,,HD974262,2.0,20220812o9hh67xz,1.0,震動電,54.0,SanDiskiXpandFlip,6.0,雙碟,3.0,20220813y0nuvix,1.0,,,40C,2.0,卡龍,7.0,中衛,38.0,典款,1.0,,,,,條耳扣,3.0,,,,,libby,1.0,小款,3.0,,,,,,,,,羅,1.0,米,1.0,,
全盈,16475.0,風味,18740.0,微,7980.0,微,7980.0,美式,6480.0,式,235110.0,柚子,58330.0,芭芒,84175.0,均,12050.0,600ml,7025,澎湖,35.0,特濃黑,43110.0,UNIwater,17760.0,1500ml,28830.0,製,41680.0,麥芽,40930.0,400ml,14675.0,斯迪克,3885.0,藍莓,13510.0,金拉,9905.0,低糖,88400.0,鮮豆漿,100.0,焦糖,1400.0,果大脆,59590.0,特大,2885.0,價格,760.0,辣椒,1775.0,區農會,45.0,墨西哥,3040.0,丸,8585.0,排骨,12275.0,送,4625.0,總匯,2980.0,加蛋,19155.0,6,1435.0,小朋友,3060.0,中,325.0,組合餐,21110.0,燒,73700.0,綠豆湯,5705.0,碎片,115790.0,團,1395.0,條,45490.0,蟹,13805.0,4,15325.0,燒肉,3475.0,力,12740.0,HIL,18535.0,一海鮮個,9055.0,1,72880.0,北,68145.0,焦糖,25990.0,蛋撻,21775.0,大,6700.0,烤,19005.0,對切,13600.0,蝦,75.0,機,8725.0,濃烈,15740.0,保健食品,103525.0,72,77665.0,料,26400.0,老干媽,26250.0,袋,37880.0,催芽,1445.0,一度,31725,半肉,5755.0,冬粉,21925.0,排骨,12275.0,米家,5755.0,紙及,18950.0,2,23185.0,洗碗,69965.0,蘭諾,96190.0,超強,16710.0,防水,3895.0,真空,11125.0,牛肉,17480.0,,,70g,127.0,香水,190.0,敏感,49.0,10,78.0,,,,,南投,1.0,蓓比適,10.0,,,,,SANLUX,2.0,全自動雙,8.0,20220806y7vxp5eo,1.0,,,65,1.0,,,深海,2.0,20220801vb972t80,1.0,音波,54.0,aiboAB22ATM,6.0,跟,3.0,,,,,7013XXL,1.0,S,6.0,20220803z4tj,1.0,月光,1.0,,,,,3990,1.0,,,,,,,,,,,,,,,,,,,,,,
經典,15260.0,中,17895.0,中,7870.0,中,7870.0,或,6480.0,王英,235080.0,金車,53180.0,柳,84165.0,一價,12020.0,天生,6635,環保杯,35.0,二配,42435.0,1500ml,17570.0,泡酒,28635.0,鮮乳大,39870.0,牛,39660.0,蜜棗,14250.0,魯,3885.0,義美,12870.0,味,8970.0,黑巧燕麥,79355.0,B,95.0,風味,1270.0,布丁,48810.0,太妃,2885.0,草莓,680.0,栗,1315.0,芋泥,40.0,套餐,2090.0,600g5,8010.0,唐山,12275.0,飯,4625.0,脆,2720.0,腿,17145.0,一包,1435.0,辣味,2000.0,厚,255.0,火腿,19460.0,杯,69885.0,薏仁,5695.0,冰醇,110630.0,美妝蛋,235.0,配,45490.0,培根,13220.0,塔塔醬,15325.0,組合餐,3075.0,20g,9810.0,新東陽,17660.0,一送,9055.0,蝦,72430.0,珍珠,54675.0,糖,24170.0,珍珍,18835.0,量溢旺,3495.0,貢丸,16520.0,高岡屋,12205.0,米,50.0,泰國,8265.0,伯朗,15525.0,口香糖,97105.0,威化,72610.0,都,26400.0,得意,25890.0,排,36740.0,活力,1445.0,贊剝,31650,半筋,5755.0,來,21770.0,唐山,12275.0,現貨,4820.0,輕巧褲,17550.0,衣夾,20905.0,吸水,69290.0,寶瀅,92445.0,膠球,16440.0,寬口,3890.0,康寧,10995.0,安格斯,16770.0,,,LucidoL,127.0,超值,176.0,抗敏,49.0,雙拉提,77.0,,,,,乾,1.0,3,7.0,,,,,,,韓國,4.0,20220806y7qpri4d,1.0,,,海爾,1.0,,,8712581762575PHILIPS,1.0,20220801y7sjazzi,1.0,買,54.0,提貨卡,4.0,保護,3.0,,,,,7013L,1.0,髮,6.0,20220809z0vx,1.0,星空,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
風味,7385.0,KS,16705.0,杯,7805.0,杯,7805.0,中杯,6480.0,濃韻,230900.0,糖,47500.0,十全,75715.0,杯,10925.0,維生素,6535,券,35.0,薑,41995.0,買悅氏礦,16710.0,天然,28045.0,100,39335.0,優質,38080.0,棒,14145.0,百香,3125.0,乳酸,11275.0,500ml,6095.0,優酪,54875.0,麥,95.0,元,1135.0,紅豆,39650.0,核果,2885.0,團,680.0,佐藤,1165.0,大拇指,40.0,雞肉,1965.0,苦瓜,6335.0,雞腿,12215.0,個,4625.0,雞堡餐,2720.0,堡絕,17145.0,個,1435.0,送,1365.0,蛋,255.0,珍珠,17695.0,薑,58040.0,200g,5220.0,堡,109275.0,4,195.0,球,35435.0,日式,11985.0,條,15325.0,大,2940.0,野物,7500.0,雞塊,16125.0,鹽漬,7435.0,3KG,68940.0,堡,53575.0,牌楓,23350.0,細,17630.0,香豆,2860.0,燻,14115.0,32g,10980.0,小,50.0,12g,7875.0,玻,15185.0,彩虹,96335.0,風味,64595.0,經典,24890.0,美白,24550.0,杜夫,36435.0,漿,1420.0,塊,30650,海鮮個,4165.0,6,21515.0,雞腿,12215.0,帶,4110.0,一級,17520.0,夾,20200.0,餐具,66780.0,植萃,92400.0,環保,16000.0,透明,3410.0,出貨,10790.0,鏡片,15280.0,,,多芬,117.0,花香,144.0,,,SEXYLOOK,77.0,,,,,,,20mm,6.0,,,,,,,,,20220806y7kqtuwx,1.0,,,,,,,聲寶無線,1.0,20220806t1kc8e2b,1.0,獨家霧,54.0,24,4.0,貼,3.0,,,,,,,童止,4.0,,,黃,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
杯熱,6925.0,290ml,15125.0,cama,5940.0,cama,5940.0,海岩,6275.0,飲品,165480.0,小可,46850.0,飲,66110.0,瓶,10305.0,入,5840,330ml6,30.0,大冰,40120.0,水壺,14750.0,CrystalValley,27820.0,營養,36375.0,啵,36560.0,入,13410.0,福樂,2590.0,健酪,11275.0,飲,5895.0,飲,52955.0,沙拉,95.0,COLDSTONE,920.0,雙倍,32900.0,第二杯,2885.0,招牌,680.0,酥皮,1070.0,台南,40.0,洽富,1965.0,封,5645.0,比薩獨,11690.0,紙包,4625.0,大麥元氣,2335.0,配餐,17145.0,燻,1180.0,QQ,1365.0,王,215.0,藜,15375.0,超級,54940.0,蒟,5190.0,冰經典,104195.0,蛋糕,20.0,85,33865.0,味,11965.0,南方,15025.0,炒,2940.0,上,7110.0,火鍋,13640.0,單點,7285.0,花枝,68255.0,辣椒,51210.0,每日,22195.0,戲院口,16110.0,白玉,2835.0,麻辣,12215.0,橘平,9515.0,玉米,45.0,8,7465.0,極品,13730.0,超涼,83105.0,條裝,41550.0,香鐵蛋,24545.0,美,22740.0,果醬,30550.0,S,1305.0,牛頭牌,29605,比薩,4165.0,鴨血,12765.0,比薩獨,11690.0,送餐,3765.0,要,12490.0,劑,19390.0,370ml,61895.0,LENOR,92090.0,雨衣,15995.0,防護,3290.0,杯,10240.0,BLTAngusBeefB,14485.0,,,防斷,103.0,澎澎,137.0,,,韓國,61.0,,,,,,,65mm,5.0,,,,,,,,,20220806y7ifyhzm,1.0,,,,,,,藍,1.0,20220808n4qpetp4,1.0,粉刷,54.0,64GBSuperior,4.0,切,2.0,,,,,,,滑,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
奶紅茶,4270.0,可可,13485.0,精選,4680.0,精選,4680.0,大熱,4680.0,V,143900.0,送,41825.0,美粒果,54875.0,粉末,10050.0,雞,5815,發易,25.0,黑芝麻糊,39675.0,濕巾,13550.0,585ml,24680.0,高,35380.0,樂樂,36430.0,現烤,13355.0,希臘式,2215.0,修,10870.0,風味,5725.0,BAF,52025.0,藜,95.0,小吃,845.0,特級,27015.0,半價,2885.0,仙草,680.0,焗,1070.0,新市區,30.0,大熱,1965.0,JapaneseTakoyakiP,4915.0,享餐,11690.0,人,4625.0,方塊,1920.0,可頌,14870.0,炸蝦,1130.0,球,1365.0,兌換券,170.0,麥,11790.0,大麥,54940.0,蒻,5190.0,冰福吉茶,102115.0,虎皮,20.0,折,33865.0,風味,11910.0,麻辣,13865.0,一番,2940.0,42g,7025.0,大厚,12200.0,貼體,6565.0,高麗菜,62605.0,海洋,43995.0,海鹽,22010.0,麵,14495.0,大薄,2695.0,嘉楠,11895.0,燒海,9460.0,兌換券,40.0,上質,7465.0,薏仁,13255.0,舒無糖,76295.0,糖衣,33410.0,星願桶,15540.0,蒜蓉,22080.0,維也納,25855.0,150g5,1240.0,福岡,24850,人,4165.0,海鮮,9785.0,享餐,11690.0,方式,3570.0,請,10470.0,網,18810.0,專用,60675.0,天然,85360.0,15L,15840.0,安撫,3225.0,手套,10020.0,BLT,14485.0,,,飛柔,101.0,溫和水嫩,132.0,,,,,,,,,,,睫毛,4.0,,,,,,,,,20220806y7gjm4vw,1.0,,,,,,,Perixx,1.0,20220807r6jsxo22,1.0,momo,54.0,納豆,4.0,保護傘,2.0,,,,,,,襪米白,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
冰燕麥,4270.0,焙,13195.0,尋豆師,3935.0,尋豆師,3935.0,黑糖,4670.0,加購,132155.0,促銷,41360.0,140ml,50600.0,IONWATER,9900.0,烤,5760,開罐,25.0,加,38290.0,15L,11530.0,檸檬口,21120.0,木瓜,32760.0,台農麥芽,34220.0,乳飲品,12235.0,500g500g,2195.0,瓶,9735.0,471ml,4835.0,純,40945.0,義美湯,50.0,水果,785.0,入,19795.0,曠世奇,2685.0,摩卡,650.0,粒包,1020.0,農會,30.0,哈辣,1520.0,超級,4425.0,丼,11520.0,單點,4625.0,薯組,1920.0,無敵,13045.0,葡萄柚,1005.0,辣,1355.0,雙牛堡,135.0,海洋,8910.0,栗香,44190.0,奶酪,5170.0,V,65130.0,QQ,20.0,500G,29650.0,棒,11895.0,背肉,13415.0,和,2880.0,要,7015.0,台糖,10480.0,薄鹽,5905.0,小,58720.0,先生,43205.0,香酥,21785.0,香絲大,11560.0,辣味,2350.0,香絲大,11680.0,屋岩,9325.0,早餐,35.0,大,7440.0,寶,12865.0,喉糖,73690.0,餅乾,27355.0,紫菜,15025.0,爪哇,21600.0,梨山,23815.0,機燕麥,1190.0,台糖,22740,送,4165.0,選素,6910.0,丼,11520.0,7,3435.0,提供,10345.0,三明治,17210.0,小麥,57525.0,超濃縮,58285.0,4X,15130.0,Simba,3165.0,690ml,9955.0,環保,14425.0,,,薄荷,101.0,多芬,124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panasonic,51.0,電競,3.0,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
可可,3675.0,碎片,13145.0,camacafe,3935.0,camacafe,3935.0,熱,4010.0,01011231,131850.0,2000ml,37405.0,白,40510.0,自備,8195.0,809021,5760,鹽,20.0,粉,34785.0,850mlx20,11415.0,葡萄,18290.0,930ml,31760.0,鈣,30355.0,老鷹,10075.0,統一,1685.0,乳酪,8740.0,軟糖,3795.0,濃燕麥,40905.0,水,50.0,Poifull,785.0,派,13235.0,杯熱,2270.0,碎片,650.0,大拇指,1020.0,毛豆,30.0,華堡,1300.0,堡,4425.0,溫玉,11520.0,夏威夷,4625.0,雞生,1850.0,4C,13045.0,生菜沙拉,965.0,雙人餐,1340.0,胖貓,115.0,套餐,6420.0,蒙布,44190.0,紅豆,4245.0,杯,65130.0,香,20.0,12,28280.0,支包,11765.0,生鮮,13415.0,風炸雞,2880.0,大成,6720.0,肋眼,9230.0,白腹,4965.0,小湯圓,54735.0,東鳩,42760.0,塔,20320.0,烤,10985.0,澔,2165.0,香,6275.0,束,6835.0,日清,35.0,翠子,6795.0,即食,12365.0,混合,67515.0,樂天,24840.0,乾酪,12980.0,一天,21385.0,啤酒,22310.0,飲,1190.0,香辣,21900,包義,4165.0,臭豆腐,6105.0,溫玉,11520.0,送,2885.0,辣,6300.0,抗菌,16770.0,珊瑚,41780.0,魔術靈,52630.0,素,13000.0,座椅,2795.0,耐熱,9505.0,劑,14410.0,,,水涼,100.0,絲花,121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頸,48.0,Kingstone,3.0,座延長,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹹,3675.0,熱,11875.0,包袋,3420.0,包袋,3420.0,去,1215.0,那堤,128540.0,1,35535.0,柳橙汁,39740.0,1,2975.0,4,5675,24,20.0,克寧,33635.0,瓶箱,10860.0,乳,17540.0,1858m,30435.0,多多,30230.0,燒,10075.0,選,1425.0,片,8625.0,瓶,3030.0,天然,32110.0,雞蛋,35.0,口味,785.0,曠世奇,13195.0,青,2130.0,派,515.0,390g,1020.0,地,25.0,大比薩,1150.0,組合餐,4425.0,蔥,11520.0,明太子,3780.0,精選餐,1685.0,重磅,12760.0,餐,940.0,腿,760.0,造型,110.0,雞獨,4750.0,禮盒,37250.0,小湯圓,3960.0,風味,58460.0,隆昌,15.0,紫心,24135.0,組合餐,10235.0,魚肚,12855.0,肉加,1650.0,需要,6615.0,澳洲,8360.0,海鮮個,3375.0,韭菜,41745.0,薯片,35415.0,核桃,13235.0,新東陽,10435.0,良,2145.0,魷,5285.0,48,6745.0,玉米片,35.0,果實,6575.0,妞妞,11825.0,酥,39515.0,協奏,22615.0,歌舞伎,12540.0,寧記,20840.0,優格,18380.0,N,1145.0,遠洋牌,21680,買紙,4165.0,泡,5790.0,蔥,11520.0,6,2790.0,紙跟,6040.0,膠囊,16430.0,製,41155.0,瓶,49390.0,加倍,11295.0,3M,2755.0,CorelleBrands,8480.0,兒童,13100.0,,,潤,93.0,Farcent,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,掛式,48.0,DDR4320016GB,3.0,線,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,朝市,11755.0,伯朗,2895.0,伯朗,2895.0,熱紅絲,1090.0,韓國,100560.0,可樂易,26550.0,速纖,35500.0,2,1460.0,金牌,5670,碳酸,20.0,330ml,32935.0,曜,7540.0,CC,17465.0,純鮮乳,29300.0,雙麥,30210.0,5,9685.0,乳優,1290.0,1830ml,4380.0,盒,3000.0,寒天,24805.0,奶茶,35.0,明治,785.0,買紙,3495.0,花椒,2130.0,楊,375.0,65g6,1015.0,110,20.0,花生,1025.0,大麥,4425.0,牛,11460.0,風奶,3780.0,堡餐,1655.0,咔,8875.0,OKmart,885.0,堡絕,755.0,壓夾,110.0,披薩炸,4750.0,2,36025.0,椰,3170.0,海洋,58160.0,動福鮮力,15.0,綜合,22155.0,派,9010.0,270g,12760.0,義美,990.0,裝,6615.0,肌,8080.0,即食,3200.0,蝦球,41090.0,風味,31480.0,珍,12585.0,來,8935.0,蒟,2070.0,經典,5065.0,澔,6155.0,糖霜,35.0,蘆薈,6575.0,條瓜,9470.0,甘樂,37835.0,酥片,20980.0,揚綜合,12500.0,海底,20840.0,600g5,16150.0,統盛,1135.0,中辣,20635,清燉,2265.0,味道,4810.0,牛,11460.0,一,1910.0,先生,4700.0,加粗,15730.0,3M,40535.0,浴廁,45350.0,凝膠,9245.0,鎖,2620.0,1,8440.0,輕便,11770.0,,,250ml,88.0,深層,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,國際牌,46.0,WDBBG,3.0,18,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,星冰樂,7745.0,西雅圖,2890.0,西雅圖,2890.0,絨燕麥奶,1090.0,福吉茶,96975.0,開罐,26490.0,酷椰嶼,30310.0,請,960.0,無糖濃,5650,150ml24,20.0,糰,32410.0,Evian,7420.0,礦,16995.0,290ml,23665.0,義美,22900.0,限定,8535.0,實感,1100.0,希臘式,4270.0,936ml,3000.0,檸檬,23510.0,阿薩姆,30.0,軟糖,785.0,送,3495.0,櫻桃,635.0,惹火,375.0,義美,965.0,682335,20.0,牛肉,655.0,燒肉,4425.0,組合餐,9765.0,比薩獨,3510.0,豬排,1605.0,烤,8270.0,炭烤,885.0,外送,645.0,雞堡,90.0,MINI,4750.0,夏威夷,32300.0,大吸館,3170.0,大麥,53890.0,78G,15.0,家樂福,18390.0,片,8825.0,鮮剝,12750.0,XL,990.0,大包,6580.0,霜降,7430.0,吃,3165.0,卜蜂,37010.0,洋芋,29880.0,穀,12585.0,客川辣,8680.0,蒻,2065.0,魚條,4875.0,良,5940.0,220g,35.0,大粒,6575.0,即品,9325.0,鮮果,36725.0,經典,20550.0,牛,12015.0,KS,18545.0,巧克力,15360.0,450ml,1135.0,牛肉,20565,辣椒粉,1745.0,日清合,4330.0,組合餐,9765.0,有品,1865.0,預約,2470.0,去污,14825.0,楓康,39860.0,珂,36215.0,EX,9070.0,汽座,2525.0,刮刀,8440.0,輕,11555.0,,,植優護,88.0,清爽型,112.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DECT,43.0,高丸,3.0,米,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
